Product Code,Old Product Code,Manufacturer,Product Description,Unit of Measure,Trade Price,Sell Price,Bar Code,Group Description,Sub Group-1 Description,Sub Group-2 Description
10230182,CLIWS226/2-RG,CLI,CLIWS226/2-RG: Switch W/P 2 Gang IP66 16A 250V RG,EA,0.00,26.43,9311554643546,BAKELITE,DOMESTIC & ALLIED PRODUCTS,W/PROOF COMBINATIONS SWITCHES
10292156,LEG418896,LEG,LEG418896: Dx3 Single Module RCBO 32A 30Ma 6Ka Neu/,EA,0.00,37.00,3414972389358,CIRCUIT BREAKERS,CB RESIDUAL CURRENT DEVICE,RCD MINIATURE
10086497,TRDCCH2550SOLAR,TRD,TRDCCH2550SOLAR: Conduit Corr 25mm PVC H/D Solar Gry L50M,CL,0.00,124.45,9323441038069,PVC CONDUIT & FITTINGS,PVC CORRUGATED CONDUIT-HD-LD,PVC HEAVY DUTY CORRUGATED COND
10028089,CLI265/1-GY,CLI,CLI265/1-GY: Adaptable Box 77x77x54mm Grey,EA,0.00,15.48,9311554155995,ENCLOSURES,ADAPTABLE BOXES & J BOXES,ADAPTABLE BOXES & J BOXES
10233273,OMEXLP5-4BK,OME,OMEXLP5-4BK: Heatshrink 5- 2.4mm 1.2MT Black,LN,0.00,3.69,9323441033187,CABLE ACCESSORIES,HEATSHRINK,HEAT SHRINK
10039628,CLI40M,CLI,CLI40M: Mech 10A 250V 1 Way / 2 Way,EA,0.00,8.39,9311554786526,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PVC PLATES  GRIDS & MECHS
10041085,CLI438-TR,CLI,CLI438-TR: Socket Ext Shroud 10A 250V Trans,EA,0.00,9.05,9311554186197,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PLUGS  BASES  ROSES & SOCKETS
10221364,IPMUG2010XA,IPM,IPMUG2010XA: Collar LP5 99/173 BLK 715x455x230mm,EA,0.00,86.87,,COMMUNICATION,TELSTRA NETWORK PRODUCTS,TELSTRA PITS
10091843,EZYCNH,EZY,EZYCNH: Ladder Tray Nut HDG M10,EA,0.00,0.47,9336181002733,CABLE CARRYING & SUPPORT,CABLE LADDER & FITTINGS,METAL CABLE LADDER & FITTINGS
10368466,SYAFLBP24V5M/TC,SYA,SYAFLBP24V5M/TC: SAL LED COB STRIP KIT 5M 240VAC/24VDC 15W .7/4/6K CUT. 50MM,KT,0.00,61.02,9328623135932,LIGHT FITTINGS,LED LIGHT FITTINGS,LED STRIP LIGHTING
10038761,LEG403434,LEG,LEG403434: MCB 1 Pole C Curve 6KA 250VAC 16A,EA,0.00,5.45,3414970388285,CIRCUIT BREAKERS,MINIATURE CIRCUIT BREAKER,MCB INDUSTRIAL
10038759,LEG403432,LEG,LEG403432: MCB 1 Pole C Curve 6KA 250VAC 10A,EA,0.00,5.45,3414970388223,CIRCUIT BREAKERS,MINIATURE CIRCUIT BREAKER,MCB INDUSTRIAL
10167613,SYAMR16/5W/TC,SYA,SYAMR16/5W/TC: LED Lamp MR16 4W 12V 3/4/6K,EA,0.00,8.46,9328623124455,LIGHT SOURCE (LAMPS & TUBES),LED LAMPS,LED LAMPS
10168511,HAGMSN332,HAG,HAGMSN332: MCB 3 Pole C Curve 6KA 415VAC 32A,EA,0.00,44.69,3250614323614,CIRCUIT BREAKERS,MINIATURE CIRCUIT BREAKER,MCB INDUSTRIAL
10188032,VNAPVPXHF200RDR,VNA,VNAPVPXHF200RDR: Airbus 200 White Round Exhaust Fan,EA,0.00,98.08,9339310010593,HEATING & AIR MOVEMENT,FANS  AIR MOVEMENT,EXHAUST FAN & ACCESS. DOMESTIC
10230260,CLIWSC227/2/15-RG,CLI,CLIWSC227/2/15-RG: P/Point W/ P Surf 2g IP53 15A 250V RG,EA,0.00,77.83,9311554644512,BAKELITE,DOMESTIC & ALLIED PRODUCTS,W/PROOF COMBINATIONS SWITCHES
10382716,THTST321,THT,THTST321: SUNSET SWITCH IP66 16A WHITE,EA,0.00,65.80,,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PHOTO CELLS
10187777,TDRPUSWV2G,TDR,TDRPUSWV2G: Switch 2 Gang Vert 16A 250V WH,EA,0.00,15.04,9349703004443,BAKELITE,DOMESTIC & ALLIED PRODUCTS,SWITCHES
10353065,AMPCL16-10,AMP,AMPCL16-10: LUG 16MM2 M10,EA,0.00,1.33,9323441041625,CABLE ACCESSORIES,CABLE LUGS & LINKS,CABLE LUGS NON-INSULATED
10041948,CLI450VC-WE,CLI,CLI450VC-WE: Mounting Block Suit Corri WH,EA,0.00,17.56,9311554725396,BAKELITE,DOMESTIC & ALLIED PRODUCTS,MOUNTING BLOCKS
10060563,CLI93-BK,CLI,CLI93-BK: Ceiling Rose NO Ring 15A 500V BK,EA,0.00,19.74,9311554074036,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PLUGS  BASES  ROSES & SOCKETS
10081627,CLIC2033A-WE,CLI,CLIC2033A-WE: Switch 3 Gang Arch 10A 250V WH,EA,0.00,27.89,9311554623760,BAKELITE,DOMESTIC & ALLIED PRODUCTS,SWITCHES
10176129,ETCOC3CE7067,ETC,ETCOC3CE7067: Cable Orange Circular 3 C & E 2.5mm,MT,0.00,3.18,,CABLE,PVC POWER CABLE,ORANGE CIRCULAR CABLE
10268539,MRCMD4209WP10,MRC,MRCMD4209WP10: Eko-2 9W 90Mm LED 3Cct Downlight W Plug,EA,0.00,84.14,,LIGHT FITTINGS,LED LIGHT FITTINGS,LED LIGHT FITTINGS
10319799,SYAS9065TC/WH/K10P,SYA,SYAS9065TC/WH/K10P: LED D/L 9W  Wave 3/4/.7K Dimmable WH 10Pk,PK,0.00,113.85,9328623133594,LIGHT FITTINGS,LED LIGHT FITTINGS,LED LIGHT FITTINGS
10345014,OLXFT2CE7067BOOST,OLX,OLXFT2CE7067BOOST: Cable Flat 2 Core & Earth 2.5m Mobiway Boost – 110mtr Drum,EA,0.00,239.29,,CABLE,PVC POWER CABLE,FLAT  TPS  POWER CABLE
10345015,OLXFT2CE7050BOOST,OLX,OLXFT2CE7050BOOST: Cable Flat 2 Core & Earth 1.5m Mobiway Boost – 150mtr Drum,EA,0.00,207.42,,CABLE,PVC POWER CABLE,FLAT  TPS  POWER CABLE
10367578,VNAPET1304WH-L,VNA,VNAPET1304WH-L: PETRUS DC - 52/1300mm Glass Fibre Composi  4 Blade DC Ceiling Fan with 2,EA,0.00,213.89,9339310015376,HEATING & AIR MOVEMENT,FANS  AIR MOVEMENT,CEILING SWEEP FANS
10437489,OSRFL24WTCMSBK,OSR,OSRFL24WTCMSBK: HouseGuard TC Sensor Floodlight Twin 24W 2400Lm Dual Insulated 3/4/6.5K,EA,0.00,60.00,4099854838507,LIGHT FITTINGS,LED LIGHT FITTINGS,LED FLOOD LIGHT FITTINGS
10001364,OME012APLC2,OME,OME012APLC2: Enclosure ABS IP66 300x220x120mm Opaque,EA,0.00,81.97,8017521111537,ENCLOSURES,NON METAL ENCLOSURES,NON-METAL ENCLOSURE
10002220,MMR02MM-MDU36,MMR,MMR02MM-MDU36: Antenna UHF (21-69)36EL x Magna Ph Array,EA,0.00,99.70,9322190012429,MATV PRODUCTS,MATV PRODUCTS,MATV ANTENNAS
10003810,MMR05MM-WP63,MMR,MMR05MM-WP63: Wall Plate Bull Nose Brush Cover WH,EA,0.00,15.52,9322190027270,BAKELITE,DOMESTIC & ALLIED PRODUCTS,COMP./TELE/TV SOCKETS & PLATES
10004340,MMR07MM-ES03,MMR,MMR07MM-ES03: Splitter 3 Way All Port Power Pass 2400M,EA,0.00,4.96,9322190029038,MATV PRODUCTS,MATV PRODUCTS,MATV ANTENNA ACCESSORIES
10004616,MMR08MM-QM06S,MMR,MMR08MM-QM06S: Connector Compression Quick Mount Short,EA,0.00,4.01,9322190026280,MATV PRODUCTS,MATV PRODUCTS,MATV ANTENNA ACCESSORIES
10009108,MMR10MM-PSD14,MMR,MMR10MM-PSD14: Power Supply 14V DC F Type,EA,0.00,45.19,9322190010166,MATV PRODUCTS,MATV PRODUCTS,MATV ANTENNA ACCESSORIES
10010727,MMR11MM-RM,MMR,MMR11MM-RM: Rafter Mount Bracket,EA,0.00,37.31,9322190006657,MATV PRODUCTS,MATV PRODUCTS,MATV ANTENNA HARDWARE
10022659,CLI2035VH-WE,CLI,CLI2035VH-WE: Switch 5 Gang Grid & Plate WH,EA,0.00,11.98,9311554047962,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PVC PLATES  GRIDS & MECHS
10025912,CLI230PBV,CLI,CLI230PBV: Pole Bracket For Temp/Perm Service Pole,EA,0.00,90.72,9310276048769,AERIAL CABLE & DISTR. PARTS,METER BOXES,METER BOXES
10027362,CLI258/32-GY,CLI,CLI258/32-GY: Coupling PVC Plain To Screw 32mm Grey,EA,0.00,8.85,9311554154899,PVC CONDUIT & FITTINGS,PVC CONDUIT FITTINGS,PVC CONDUIT CONN./FITTINGS
10028060,CLI264/3SM-GY,CLI,CLI264/3SM-GY: Reducer Screwed PVC 32 x 25mm Grey,EA,0.00,3.21,9311554155889,PVC CONDUIT & FITTINGS,PVC CONDUIT FITTINGS,PVC CONDUIT CONN./FITTINGS
10032285,CLI30CSFM-WE,CLI,CLI30CSFM-WE: Mech Fan Rotary 75VA 250V WH,EA,0.00,48.03,9311554670474,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PVC PLATES  GRIDS & MECHS
10032314,CLI30FFPFMS-BK,CLI,CLI30FFPFMS-BK: Socket TV Antenna F Fem-Pal Fem.Straight,EA,0.00,10.45,9311554679279,BAKELITE,DOMESTIC & ALLIED PRODUCTS,COMP./TELE/TV SOCKETS & PLATES
10035850,CAB374CUY2-C,CAB,CAB374CUY2-C: 2 Way Telecom Connector,EA,0.00,25.86,9318674877486,CABLE ACCESSORIES,CABLE CONNECTORS,CABLE CONNECTORS
10036514,AMP39/1PP,AMP,AMP39/1PP: Pink Single Screw Connectors Promo Pack (100 pcs per jar),EA,0.00,33.23,9318861017329,CABLE ACCESSORIES,CABLE CONNECTORS,CABLE CONNECTORS
10038208,OME4,OME,OME4: Bracket Fascia Mount 1PH 840mm,EA,0.00,201.56,9323441024741,AERIAL CABLE & DISTR. PARTS,SUPPORT & RAISER BRACKETS,SUPPORT & RAISER BRACKETS
10038335,PBF40/32R,PBF,PBF40/32R: Reducer Plain PVC 40 x 32mm Grey,EA,0.00,2.72,9342915002900,PVC CONDUIT & FITTINGS,PVC CONDUIT FITTINGS,PVC CONDUIT CONN./FITTINGS
10041045,CLI435VFS15-WE,CLI,CLI435VFS15-WE: Flush Inlet Socket Insulated Pins IP34,EA,0.00,45.50,9311554611316,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PLUGS  BASES  ROSES & SOCKETS
10043752,CLI4CC6-WE,CLI,CLI4CC6-WE: Enclosure 6 Mod Surf Mnt WH,EA,0.00,51.25,9318795010984,BAKELITE,CONSUMER FUSE & SWITCHBOARDS,CONSUMER SWITCHBOARD-DIN/PORC.
10044325,CLI501-WE,CLI,CLI501-WE: Lamp Holder BC Cord Grip 3A 250V WH,EA,0.00,12.48,9311554067885,BAKELITE,DOMESTIC & ALLIED PRODUCTS,LAMPHOLDERS/BATTEN HOLDERS
10047255,CLI563K35,CLI,CLI563K35: Connector Insulated 2 Screw 35mm Cable,EA,0.00,16.43,9318793008907,CABLE ACCESSORIES,CABLE CONNECTORS,CABLE CONNECTORS
10047338,CLI56AI315-GY,CLI,CLI56AI315-GY: Appliance Inlet 1PH 15A 250V GY,EA,0.00,115.71,9311554202828,INDUSTRIAL CONTROL,INDUSTRIAL SOCKETS,SINGLE PHASE SOCKETS
10047343,CLI56AI332-GY,CLI,CLI56AI332-GY: Appliance Inlet 1PH 32A 250V GY,EA,0.00,222.70,9311554464660,INDUSTRIAL CONTROL,INDUSTRIAL SOCKETS,SINGLE PHASE SOCKETS
10077760,B&RBMP600600/06,B&R,B&RBMP600600/06: Bramite Panel 600x600x6mm Black,EA,0.00,91.12,9321228084599,DISTRIBUTION BOARDS,PANEL & FRAMES,PANEL & FRAMES
10080057,ETCBW7067GY,ETC,ETCBW7067GY: Cable Building Wire 2.5mm Green/Yellow,MT,0.00,1.33,,CABLE,PVC POWER CABLE,BUILDING WIRE
10081515,CLIC2031VA-BK,CLI,CLIC2031VA-BK: Switch 1 Gang Vert 10A 250V BK,EA,0.00,12.35,9311554321376,BAKELITE,DOMESTIC & ALLIED PRODUCTS,SWITCHES
10081642,CLIC2033HA-BK,CLI,CLIC2033HA-BK: Switch Horiz.Three Gang Black Cover&Grid,EA,0.00,30.46,9311554343774,BAKELITE,DOMESTIC & ALLIED PRODUCTS,SWITCHES
10081757,CLIC2036VH-WE,CLI,CLIC2036VH-WE: Switch 6 Gang Grid & Plate WH,EA,0.00,14.18,9311554396350,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PVC PLATES  GRIDS & MECHS
10088806,OMECHL14/3248G,OME,OMECHL14/3248G: Pliers 8-1/2 Insulated 1000V,EA,0.00,81.47,025582144676,TOOLS  FASTENERS  LADDERS & AC,TOOLS,HAND TOOLS
10092148,CSWCOF25-SM,CSW,CSWCOF25-SM: Custom Orb Plate 25mm Hole - Surf Mist,EA,0.00,20.52,,BAKELITE,DOMESTIC & ALLIED PRODUCTS,WALL FLOOR BOX & BRACKETS
10092159,CSWCOF92-SM,CSW,CSWCOF92-SM: Custom Orb Plate 92mm Hole - Surf Mist,EA,0.00,20.52,,BAKELITE,DOMESTIC & ALLIED PRODUCTS,WALL FLOOR BOX & BRACKETS
10094862,NHPCSB08ST,NHP,NHPCSB08ST: Switchboard 8 Mod Surf Mnt Trans Door,EA,0.00,41.09,,BAKELITE,CONSUMER FUSE & SWITCHBOARDS,CONSUMER SWITCHBOARD-DIN/PORC.
10094868,NHPCSB12FW,NHP,NHPCSB12FW: Switchboard 12 Mod Flush Mnt WH Door,EA,0.00,42.65,9321807197436,BAKELITE,CONSUMER FUSE & SWITCHBOARDS,CONSUMER SWITCHBOARD-DIN/PORC.
10094883,NHPCSB24ST,NHP,NHPCSB24ST: Switchboard 24 Mod Surf Mnt Trans Door,EA,0.00,103.59,9321807197481,BAKELITE,CONSUMER FUSE & SWITCHBOARDS,CONSUMER SWITCHBOARD-DIN/PORC.
10097866,SUOD5012200,SUO,SUOD5012200: Drill Bit Spade 22mm,EA,0.00,21.38,9311963009155,TOOLS  FASTENERS  LADDERS & AC,TOOLS,DRILL BITS
10097985,SUOD6000650,SUO,SUOD6000650: Drill Bit Masonary 6.5 x 100mm,EA,0.00,9.73,93220750,TOOLS  FASTENERS  LADDERS & AC,TOOLS,DRILL BITS
10098951,MMRDA-F6TH,MMR,MMRDA-F6TH: Connector F To RG6 Twist On (20PK),PK,0.00,23.64,9322190014089,AUDIO VISUAL,AUDIO VISUAL CONNECTORS,AUDIO VISUAL CONNECTORS
10104140,LENDS250,LEN,LENDS250: Draftstopper Fan 250mm,EA,0.00,84.95,9323441030872,HEATING & AIR MOVEMENT,FANS  AIR MOVEMENT,EXHAUST FAN & ACCESS. DOMESTIC
10107759,THMEC0421,THM,THMEC0421: Roband 350W 180mm Heat Lamp Ceramic Ends,EA,0.00,58.02,,LIGHT SOURCE (LAMPS & TUBES),HALOGEN DICHROIC Q.I. LAMPS,HALOGEN DICHROIC Q.I. LAMPS
10115195,THMEWT1L2-80,THM,THMEWT1L2-80: Hot Water Thermostat Spst 60-80OC &Reset,EA,0.00,45.77,,HEATING ELEMENTS & CONTROL,THERMOSTATS,HOT WATER THERMOSTATS
10124421,TRDFS32,TRD,TRDFS32: Saddle Full Zinc 32mm,EA,0.00,0.52,9323441014056,BAKELITE,DOMESTIC & ALLIED PRODUCTS,SADDLES  CONDUIT FIXING
10124450,TRDFS50,TRD,TRDFS50: Saddle Full Zinc 50mm,EA,0.00,1.10,9323441014070,BAKELITE,DOMESTIC & ALLIED PRODUCTS,SADDLES  CONDUIT FIXING
10125010,PIRFT2CE7067/500,PIR,PIRFT2CE7067/500: Cable Flat 2C+E 2.5mm2 500 Metre Drum,MT,0.00,2.92,9310835905441,CABLE,PVC POWER CABLE,FLAT  TPS  POWER CABLE
10130971,SUOH112UA3,SUO,SUOH112UA3: Holesaw Arbor 32- 152mm,EA,0.00,55.92,9311963556284,TOOLS  FASTENERS  LADDERS & AC,TOOLS,HOLE SAWS
10135643,EATHSF2ABW,EAT,EATHSF2ABW: House Service Fuse 100A Back Wire,EA,0.00,28.94,,FUSE CARRIERS & BASE,FUSE HRC,FUSE HRC
10138131,TRDHWA6832,TRD,TRDHWA6832: Anchor Hol/Wall Mtl 6.8mm l32mm,PK,0.00,60.69,9323441038489,TOOLS  FASTENERS  LADDERS & AC,FASTENERS,SPECIALITY FASTENERS
10139316,OMEILSDG5.5YL,OME,OMEILSDG5.5YL: In Line Splice Double Grip Yellow PK/25,PK,0.00,28.65,9323441026257,CABLE ACCESSORIES,CABLE LUGS & LINKS,CABLE LUGS INSULATED
10139347,THMIM101-02,THM,THMIM101-02: Oven Element F/F 3000W,EA,0.00,104.41,,HEATING ELEMENTS & CONTROL,HEATING ELEMENTS,OVEN & DRYER ELEMENTS
10139393,THMIM31-01,THM,THMIM31-01: Oven Element F/F 2515W,EA,0.00,100.13,,HEATING ELEMENTS & CONTROL,HEATING ELEMENTS,OVEN & DRYER ELEMENTS
10139442,THMIM91-04,THM,THMIM91-04: Oven Element F/F 2000W,EA,0.00,100.13,,HEATING ELEMENTS & CONTROL,HEATING ELEMENTS,OVEN & DRYER ELEMENTS
10142182,IRAIZ033030100,IRA,IRAIZ033030100: Screwdriver Tekno Ins Flat 3x100mm 1KV,EA,0.00,31.18,8412814124889,TOOLS  FASTENERS  LADDERS & AC,TOOLS,HAND TOOLS
10142183,IRAIZ033035100,IRA,IRAIZ033035100: Screwdriver Tekno Ins Flat 3.5x100mm 1KV,EA,0.00,32.52,8412814124896,TOOLS  FASTENERS  LADDERS & AC,TOOLS,HAND TOOLS
10142184,IRAIZ033040100,IRA,IRAIZ033040100: Screwdriver Tekno Ins Flat 4x100mm 1KV,EA,0.00,33.64,8412814124902,TOOLS  FASTENERS  LADDERS & AC,TOOLS,HAND TOOLS
10145474,KPRKIS2016TAS,KPR,KPRKIS2016TAS: 600 x 600 Solar Light,EA,0.00,541.76,,LIGHT FITTINGS,LED LIGHT FITTINGS,LED LIGHT FITTINGS
10149314,SYALCA27B15D/C,SYA,SYALCA27B15D/C: LED Candle 4W B15 WW Clear Dim,EA,0.00,7.43,9328623105577,LIGHT SOURCE (LAMPS & TUBES),LED LAMPS,LED LAMPS
10157239,SYALT407TC/E27,SYA,SYALT407TC/E27: Lamp LED Tubular 240V 7W E27 Tri Colour,EA,0.00,6.05,9328623124325,LIGHT SOURCE (LAMPS & TUBES),LED LAMPS,LED LAMPS
10158367,FLKLVD2,FLK,FLKLVD2: Volt Light AC LED Light,EA,0.00,110.00,095969369978,ELECT TEST/METER & COMPONENTS,METERS & TESTERS,METERS & TESTERS
10160075,WATM42W,WAT,WATM42W: PVC Pipe and Duct Cutter 42mm,EA,0.00,48.11,,TOOLS  FASTENERS  LADDERS & AC,TOOLS,HAND TOOLS
10160921,TRDMAG1,TRD,TRDMAG1: Extreme Magnet,EA,0.00,30.82,9323441009915,TOOLS  FASTENERS  LADDERS & AC,TOOLS,HAND TOOLS
10172149,OMENARH540/50,OME,OMENARH540/50: Nylon Anchor Round Head 5mm x 40mm,PK,0.00,18.69,9323441005863,TOOLS  FASTENERS  LADDERS & AC,FASTENERS,ANCHOR PLUGS/NAIL IN ANCHORS
10185569,OMEPPH640,OME,OMEPPH640: Screw Pan Head 6g x 40mm,PK,0.00,8.95,9323441004378,TOOLS  FASTENERS  LADDERS & AC,FASTENERS,SCREWS
10185572,OMEPPH720,OME,OMEPPH720: Screw Pan Head 7g x 20mm,PK,0.00,7.00,9323441004408,TOOLS  FASTENERS  LADDERS & AC,FASTENERS,SCREWS
10187610,TDRPU4X4BK,TDR,TDRPU4X4BK: 4 Sockets Double Pole x 4 USBS Integrat,EA,0.00,195.71,9349703014794,BAKELITE,DOMESTIC & ALLIED PRODUCTS,COMBINATIONS
10187622,TDRPUBIG5,TDR,TDRPUBIG5: Powerpoint 5 Gang 10A 250V WH,EA,0.00,68.63,,BAKELITE,DOMESTIC & ALLIED PRODUCTS,COMBINATIONS
10187696,TDRPUPP2USB2G,TDR,TDRPUPP2USB2G: Powerpoint 2 Gang USB 10A 250V WH,EA,0.00,75.03,9349703003750,BAKELITE,DOMESTIC & ALLIED PRODUCTS,COMBINATIONS
10187778,TDRPUSWV2GBK,TDR,TDRPUSWV2GBK: Switch Vert 2 Gang 10AX/16A 250V,EA,0.00,22.00,9349703006591,BAKELITE,DOMESTIC & ALLIED PRODUCTS,SWITCHES
10195586,P&NS1320845,P&N,P&NS1320845: Nut Setter Magnetic 5/16 Size 8,EA,0.00,11.14,9311963074177,TOOLS  FASTENERS  LADDERS & AC,TOOLS,DRILL BITS
10197119,SYAS9065BK/RING,SYA,SYAS9065BK/RING: LED D/L Ring Suit S9065 Black,EA,0.00,2.80,,LIGHT FITTINGS,INDUSTRIAL/COMMERCIAL LIGHT FI,INDUSTRIAL/COMMERCIAL LIGHT FI
10198875,TRDSC35,TRD,TRDSC35: Screw Connector 35mm2,EA,0.00,7.93,9323441036898,CABLE ACCESSORIES,CABLE CONNECTORS,CABLE CONNECTORS
10199690,PIRSD7170BK/500,PIR,PIRSD7170BK/500: Cable SDI 16 Sq.Mm 7/1.70 Black 500M Rol,MT,0.00,6.35,9310835904949,CABLE,PVC POWER CABLE,SINGLE DOUBLE INSULATED CABLE
10200317,SYASE7122TC/BK,SYA,SYASE7122TC/BK: Bondi Up/Down Light With TC Globe,EA,0.00,60.46,,LIGHT FITTINGS,INDUSTRIAL/COMMERCIAL LIGHT FI,INDUSTRIAL/COMMERCIAL LIGHT FI
10200928,HAGSF263,HAG,HAGSF263: Changeover Switch 63A 2 Pole,EA,0.00,119.05,3250615561008,CIRCUIT BREAKERS,CB MAIN SWITCH,CB MAIN SWITCH
10203675,SYASL9732/20TC/DP2,SYA,SYASL9732/20TC/DP2: LED Batten 12/20W 600x65mm IP20 White,EA,0.00,46.05,,LIGHT FITTINGS,LED LIGHT FITTINGS,LED LIGHT FITTINGS
10204934,OMESMDW40-12TK,OME,OMESMDW40-12TK: Heatshrink Adhesive 40-12mm 1.2MT Black,LN,0.00,25.97,9323441026653,CABLE ACCESSORIES,HEATSHRINK,HEAT SHRINK
10212576,ALLT2494,ALL,ALLT2494: Torch Butane Gas Blow Torch PT-500,EA,0.00,73.49,,TOOLS  FASTENERS  LADDERS & AC,TOOLS,HAND TOOLS
10213420,THMTA4800,THM,THMTA4800: Hot Water Element Alloy 4800W Sickle,EA,0.00,60.53,,HEATING ELEMENTS & CONTROL,HEATING ELEMENTS,HOT WATER ELEMENTS
10222818,B&RV10,B&R,B&RV10: Meter Box 24 Mod With Fuse Lock (VIC),EA,0.00,235.58,9321228042667,AERIAL CABLE & DISTR. PARTS,METER BOXES,METER BOXES
10225696,AMPVM20,AMP,AMPVM20: Bush Threaded PVC Male 20mm GY,EA,0.00,1.50,9318861004640,CABLE ACCESSORIES,BUSHES & GROMMETS,GROMMETS
10225697,AMPVM25,AMP,AMPVM25: Bush Threaded PVC Male 25mm GY,EA,0.00,2.21,9318861004671,CABLE ACCESSORIES,BUSHES & GROMMETS,GROMMETS
10228809,TRDWFA632,TRD,TRDWFA632: Anchor Wall Fix Pan Sq Drive 6mmx32mm,PK,0.00,29.66,9323441038458,TOOLS  FASTENERS  LADDERS & AC,FASTENERS,SPECIALITY FASTENERS
10233045,OMEXLP10-4BL,OME,OMEXLP10-4BL: Heatshrink 10- 4.8mm 1.2MT Blue,LN,0.00,5.06,9323441031817,CABLE ACCESSORIES,HEATSHRINK,HEAT SHRINK
10233049,OMEXLP10-4WH,OME,OMEXLP10-4WH: Heatshrink 10- 4.8mm 1.2MT White,LN,0.00,5.06,9323441031855,CABLE ACCESSORIES,HEATSHRINK,HEAT SHRINK
10233101,OMEXLP13-4YG,OME,OMEXLP13-4YG: Heatshrink 13- 6.4mm 1.2MT Green/Yellow,LN,0.00,5.20,9323441032210,CABLE ACCESSORIES,HEATSHRINK,HEAT SHRINK
10233151,OMEXLP20-4YG,OME,OMEXLP20-4YG: Heatshrink 20- 9.5mm 1.2MT Green/Yellow,LN,0.00,6.24,9323441032494,CABLE ACCESSORIES,HEATSHRINK,HEAT SHRINK
10241157,SYALT409TC/B22D,SYA,SYALT409TC/B22D: Lamp LED Tubular 9W B22 Tri Colour Dim,EA,0.00,7.28,9328623124394,LIGHT SOURCE (LAMPS & TUBES),LED LAMPS,LED LAMPS
10242640,MAETIMER-24H/A,MAE,MAETIMER-24H/A: Analogue Din 24HR Timer C/W 100HR Res,EA,0.00,86.88,,TIMING EQUIPMENT,TIMING RELAYS/TIMERS,TIMING RELAYS/TIMERS
10248503,MEDMIDLABKIT,MED,MEDMIDLABKIT: Generator Label Kit,EA,0.00,10.17,,DISTRIBUTION BOARDS,PANEL BOARDS,PANEL BOARD FOR MCCB
10255540,CLIMX9E1111S,CLI,CLIMX9E1111S: MAX9 Enclosure 1 Row 11 Mod Surface,EA,0.00,85.33,9311554814403,BAKELITE,CONSUMER FUSE & SWITCHBOARDS,CONSUMER SWITCHBOARD-DIN/PORC.
10255567,CLIMX9MC120,CLI,CLIMX9MC120: MAX9 MCB 1 POLE C CURVE 6KA 240VAC 20A,EA,0.00,5.43,,CIRCUIT BREAKERS,MINIATURE CIRCUIT BREAKER,MCB INDUSTRIAL
10255568,CLIMX9MC125,CLI,CLIMX9MC125: MAX9 MCB 1 POLE C CURVE 6KA 240VAC 25A,EA,0.00,5.43,,CIRCUIT BREAKERS,MINIATURE CIRCUIT BREAKER,MCB INDUSTRIAL
10255577,CLIMX9MC220,CLI,CLIMX9MC220: MAX9 MCB 2 POLE C CURVE 6KA 240/415V 20A,EA,0.00,34.27,9311554813758,CIRCUIT BREAKERS,MINIATURE CIRCUIT BREAKER,MCB INDUSTRIAL
10260973,MRCMA1024CCT,MRC,MRCMA1024CCT: LED Ceiling Light 24W Tri Colour,EA,0.00,29.27,1,LIGHT FITTINGS,LED LIGHT FITTINGS,LED LIGHT FITTINGS
10280081,OMESR10,OME,OMESR10: Socket 10A Rewireable  Transparent,EA,0.00,5.48,,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PLUGS  BASES  ROSES & SOCKETS
10280082,OMEPR15,OME,OMEPR15: Plug 3Pin Rewireable 15A,EA,0.00,6.29,,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PLUGS  BASES  ROSES & SOCKETS
10280084,OMESSO10,OME,OMESSO10: Outlet Suspended 10A  3Pin,EA,0.00,52.53,,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PLUGS  BASES  ROSES & SOCKETS
10280085,OMESSO15,OME,OMESSO15: Outlet Suspended 3P 15A,EA,0.00,62.54,,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PLUGS  BASES  ROSES & SOCKETS
10288929,TDROWPIROD180,TDR,TDROWPIROD180: Sensor Outdoor 180D 12M Detection,EA,0.00,39.33,,BAKELITE,ELECTRONIC PRODUCTS,PIR SENSOR / SURGE ARRESTOR
10294279,EGL20549601,EGL,EGL20549601: SURF 48 DC Fan Wht,EA,0.00,391.73,9008606263646,HEATING & AIR MOVEMENT,FANS  AIR MOVEMENT,CEILING SWEEP FANS
10294283,EGL20549701,EGL,EGL20549701: SURF 48 DC Fan LED Tri-Col Wht,EA,0.00,469.28,9008606263684,HEATING & AIR MOVEMENT,FANS  AIR MOVEMENT,CEILING SWEEP FANS
